Age (we are only accepting responses from age groups above 25 years),Gender,Highest educational qualification,"Occupation (e.g. student, SDE etc)",Where do you originally belong to ,Which browser do you prefer?(1 being the most used and 6 being the least used) [Firefox],Which browser do you prefer?(1 being the most used and 6 being the least used) [Chrome],Which browser do you prefer?(1 being the most used and 6 being the least used) [Safari],Which browser do you prefer?(1 being the most used and 6 being the least used) [Microsoft Edge],Which browser do you prefer?(1 being the most used and 6 being the least used) [Brave],Which browser do you prefer?(1 being the most used and 6 being the least used) [DuckDuckGo],What is your reasoning for the above ranking?,What do cookies mean to you in the web domain?,Do you know if there are some privacy policies that websites should follow?,Which privacy policies have you heard about? (select all that apply) ,Do you think websites follow the rules regarding cookies and user tracking in general?,What information do you think a website can access about you(from your browser)? (select all that apply) ,"Which of these cookie categories were you aware of, (select all that apply)",How often do you see a cookie banner on websites?,What do you find more convenient to manage your cookies?,Which of the following browser extensions are you aware of?,How do you interact with cookie banners?,"If you selected ""Accept All"" then what is your reason?",How often do you get a direct “Deny/Reject Cookies” option?,Which category of websites do you use the most? [E-commerce /Business / Commercial],Which category of websites do you use the most? [Entertainment/ Games],"Which category of websites do you use the most? [Computing , Technology and Internet]",Which category of websites do you use the most? [Social Network and Social Media],Which category of websites do you use the most? [Government /Health /Legal],Which category of websites do you use the most? [News/Forums],Which category of websites do you use the most? [Education/Research/References],Which category of websites do you use the most? [Web Ads/Analytics/ Hosting/Infrastructure],Which category of websites do you use the most? [File sharing/ storage],Which category of websites do you think are safe for sharing your personal information? Which website do you generally end up sharing information with? [E-commerce /Business / Commercial],Which category of websites do you think are safe for sharing your personal information? Which website do you generally end up sharing information with? [Entertainment/ Games],"Which category of websites do you think are safe for sharing your personal information? Which website do you generally end up sharing information with? [Computing , Technology and Internet]",Which category of websites do you think are safe for sharing your personal information? Which website do you generally end up sharing information with? [Social Network and Social Media],Which category of websites do you think are safe for sharing your personal information? Which website do you generally end up sharing information with? [Government /Health /Legal],Which category of websites do you think are safe for sharing your personal information? Which website do you generally end up sharing information with? [News/Forums],Which category of websites do you think are safe for sharing your personal information? Which website do you generally end up sharing information with? [Education/Research/References],Which category of websites do you think are safe for sharing your personal information? Which website do you generally end up sharing information with? [Web Ads/Analytics/ Hosting/Infrastructure],Which category of websites do you think are safe for sharing your personal information? Which website do you generally end up sharing information with? [File sharing/ storage],"When encountering a website with a ""Not Secure"" warning, what do you usually do?",Do you get personalized advertisements?,What is the reason for your above choice?,"How often do you use e-commerce websites like Amazon, Flipkart, etc.?",Which website do you use the most?,What is your preferred mode of payment?,Do you save your card details on web applications?,"If yes, 
Do you believe your credit card details will not be exposed to the website?","If yes, which of the following personal information was compromised?",Has your information ever been leaked by a website's compromise?,Are you a web developer?,What is your level of expertise?,What type of websites have you built?,Which of the following attacks are you aware of? (select all that apply),For which of the following attacks do you take preventative measures when building a web application?(select all that apply),Which of the following cookie security attributes are you aware of? (select all that apply) ,For which of the following attacks do you take preventative measures when building a web application?,Which of the following cookie security attributes are you aware of? (select all that apply) ,Which of the following cookie attributes do you use while building a web application?  (select all that apply) ,How often do you prefer using third-party scripts or third-party modules? ,How do you manage the private data of users?,How often do you clear your browsing data?,Why would you clear browser data?,Have you ever used incognito mode?,How often do you use incognito mode in your browser?,Are you aware of the limitations of incognito mode?,"What does incognito mode save, according to you?",Your activity will be visible to which of the following while using incognito mode?,What are the safe browsing options according to you?,When do you find yourself most likely to use incognito mode?,Have you ever used VPNs?,"If yes, 
What's your primary reason for using a VPN?",Have you ever created your account on any social media website?,How long have you been using social media websites?,How much time do you spend on social media websites in a day?,For what purpose do you utilize social media (like Instagram or Facebook)? ,Which social media platform do you use the most?,Which social media platform do you share your information with and which do you think is safe? [Facebook], Which social media platform do you think is safe for sharing photos?,Which social media platform do you think is safe for sharing videos?,Do you use tag location when sharing photos or videos on social media?,When do you typically share your vacation photos?,How often do you share your photos on social media?,Do you usually comment on digital content (like on YouTube videos)?,How do you prefer engaging in discussions online (blogs/youtube/social media)?,What's your approach to sharing group photos on social media?,How often do you use privacy settings to control who sees your posts/stories?,How do you deal with sharing images that include personal information?,How often do you use a pseudo username that's not your real name while creating profiles?,Why do you use pseudo usernames while creating profiles?,Do you use disposable or temporary email addresses for online sign-ups?,Why do you use temporary email addresses for online sign-ups?,"If yes, did the website inform you?",How often do you see a cookie banner on websites?,How often do you see a cookie banner on websites?,Which social media platform do you share your information with and which do you think is safe? [YouTube],Which social media platform do you share your information with and which do you think is safe? [WhatsApp],Which social media platform do you share your information with and which do you think is safe? [Facebook Messenger],Which social media platform do you share your information with and which do you think is safe? [Instagram],Which social media platform do you share your information with and which do you think is safe? [Threads],Which social media platform do you share your information with and which do you think is safe? [SnapChat],Which social media platform do you share your information with and which do you think is safe? [LinkedIn],Which social media platform do you share your information with and which do you think is safe? [TikTok],Which social media platform do you share your information with and which do you think is safe? [Twitter],Which social media platform do you share your information with and which do you think is safe? [ShareChat],Do you prefer to keep your account private or public?,"Has your privacy ever been compromised?(Instagram account hacked, credentials leaked, bank account details leaked through malicious links/phone call scam) Please describe your incident and your experience. "
46 - 55 years,Male,Postgraduate,Govt Job ,Southern India,2,1,6,3,5,4,More Secure,"Small pieces of data about the user’s session, stored at the user side(browser) by server.",Yes,"DPDP (The Digital Personal Data Protection) Act ,2023","Yes, they have to follow, but they don’t necessarily follow them","Session id, Browser Information (User-Agent), IP address, Location, Microphone access, LocalStorage (Similar to cookies but more memory/space)","Strictly necessary ( Essential for running a website: session cookies)., Advertisements (Target advertisements to the interests of users).",Rarely (30-50% websites),I don’t manage cookies explicitly,None of the above,I go through the policy and select my preferences.,Didn't get an option to move ahead otherwise,Rarely (30-50% websites),6,7,4,3,1,5,2,9,8,I share information,I don't use,I don't use,I share information,I think it is safe,I don't use,I share information,I don't use,I don't use,I might proceed if I know the site and it's not asking for personal information.,Sometimes (50-70% websites),It is more because I don't tend to choose privacy oriented options actively.,Once a month,Amazon,Net banking,No,,,No,No,,,,,,,,,,,"Once in a while, maybe once a month.",Don’t want preferences to be affected by a particular search,Yes,Only when I'm searching for something sensitive.,Not really; I just use it when I need some privacy.,None of the above,"Websites you visit, Your employer or school, Your internet service provider","Incognito mode, Virtual Private Network (VPN), Ad-blockers and anti-tracking extensions, Checking for secure connections (HTTPS), Clearing cookies and cache",When I'm researching something personal or confidential.,No,,Yes,More than five years,,Connecting with friends,WhatsApp,I think it's not safe,,,"Never, I don't use location tagging",I will share them after I've returned home.,"I'm quite selective, only sharing certain moments.","No, I haven't engaged in discussions through comments.",I don’t engage,"I usually don't get permission from everyone in the picture, so I don't share.","Rarely, I mostly stick to default settings.",I avoid sharing images with personal details altogether.,"Sometimes, if it's a more private platform (Around 30-50% of the time).",To give my online presence an extra layer of privacy.,I haven't tried disposable emails.,To safeguard my primary email identity.,,,Rarely (30-50% websites),I think it's not safe,I share information,I don't use,I don't use,I don't use,I don't use,I think it's not safe,I don't use,I don't use,I don't use,Private in all social media,No
15 - 25 years,Male,Intermediate,Student ,Northern India,4,1,5,2,3,6,Good user interface,"I don’t know, just a tasty snack.",Yes,GDPR (General Data Protection Regulation),"Yes, there are specific rules that websites have to follow",Location,Functionality (To remember user preferences and customize content for them).,Rarely (30-50% websites),I use cookie banners on websites,EditThisCookie (Chrome),I go through the policy and select my preferences.,Privacy policies and cookie banners are tedious to navigate through,Mostly(70-100% of the websites I visit),1,2,3,4,5,6,7,8,9,I think it is safe,I think it is safe,I think it is safe,I think it is safe,I think it is safe,I think it is safe,I think it is safe,I think it is safe,I think it is safe,"I usually go ahead – it's just a warning, right?",Rarely (30-50% websites),It is more because I don't tend to choose privacy oriented options actively.,Once a month,Flipkart,Net banking,Sometimes,"Yes, they will not be exposed",Phone number,Yes,No,,,,,,,,,,,Every single time I finish browsing.,Don’t want preferences to be affected by a particular search,No,"Occasionally, when I want to keep certain searches private.",I have a general idea but not all the specifics.,Localstorage,Your internet service provider,Virtual Private Network (VPN),When I want to avoid my search history being saved.,No,I use it for research purposes.,No,More than an year,,Sharing life updates,WhatsApp,I think it's not safe,,,Approximately 10% to 30% of the time,I will share them after I've returned home.,"I share casual snapshots, but not too personal ones.","Yes, I've commented a few(less than 5 times) times a month.",Using a discrete account with not a lot of details,"I usually don't get permission from everyone in the picture, so I don't share.","Sometimes, if it's a sensitive image.",I'm careful and try to blur or crop out any sensitive information.,"Sometimes, if it's a more private platform (Around 30-50% of the time).",To exercise greater control over who can connect with me online.,I prefer using my main email address.,I find it convenient for reducing spam and promotional emails.,No,,Mostly(70-100% of the websites I visit),I share information,,I don't use,I share information,I share information,I share information,I share information,I don't use,,I don't use,Different for each social media,NA
15 - 25 years,Male,Intermediate,Student ,Northern India,5,2,4,3,1,6,Shows lesser ads,"Small pieces of data about the user’s session, stored at the user side(browser) by server.",Yes,GDPR (General Data Protection Regulation),"Yes, there are specific rules that websites have to follow","Session id, Browser Information (User-Agent), IP address",Strictly necessary ( Essential for running a website: session cookies).,Sometimes (50-70% websites),I don’t manage cookies explicitly,None of the above,I don’t care; I just “Accept All” every time.,I use a browser extension to avoid being bugged with banners every time I visit a new site.,Rarely (30-50% websites),1,4,3,2,5,7,6,9,8,I think it is safe,I share information,I think it is safe,"I think it is safe, I share information","I think it is safe, I share information",I share information,I don't use,I don't use,I share information,I leave the site immediately – safety first.,Sometimes (50-70% websites),It is more because I don't tend to choose privacy oriented options actively.,"Yes, I use them regularly",Flipkart,COD (cash on delivery),Yes,"Yes, they will not be exposed",Not Applicable(Never compromised),No,Yes,"Fresher(Internships, 1-2 years experience)",E-commerce,"Cross-Site Scripting attacks, Cross-Site Request Forgery attacks, SQL Injection attacks","Cross-Site Scripting attacks, Cross-Site Request Forgery attacks, SQL Injection attacks",HttpOnly,,HttpOnly,HttpOnly,For sign-in and login options,Encrypted storage (even the developers can't see the private data of the users).,"Rarely, if ever – it's not a priority for me.",I don’t know; it just seems to be a secure practice,Yes,Only when I'm searching for something sensitive.,"Yes, I'm well-versed in its limitations and use it accordingly.","Cookies and site data, Information entered in forms","Websites you visit, Your internet service provider",Virtual Private Network (VPN),When I want to avoid my search history being saved.,Yes,Accessing region-locked content is my main motivation.,Yes,More than five years,,"Seeking entertainment (e.g., Instagram reels)",Instagram,"I think it's not safe, I share information",,,Around 30% to 50% of the time,I will share them after I've returned home.,"I'm quite selective, only sharing certain moments.","I've rarely left comments, less than 10 times a year.",Anonymously,I'm careful to only share group photos with close friends.,"Always, I review settings every time I post.",I avoid sharing images with personal details altogether.,"Sometimes, if it's a more private platform (Around 30-50% of the time).",It helps me maintain a low profile and avoid unnecessary attention.,Only for services I don't trust completely.,I find it convenient for reducing spam and promotional emails.,No,,Sometimes (50-70% websites),,I share information,,"I think it's not safe, I share information",,,I share information,,,,Private in all social media,NA
15 - 25 years,Male,Graduate,Student ,Northern India,1,2,4,3,6,5,More Secure,"Small pieces of data about the user’s session, stored at the user side(browser) by server.",Yes,CCPA (California Consumer Privacy Act),"Yes, there are specific rules that websites have to follow","Session id, Browser Information (User-Agent), IP address, LocalStorage (Similar to cookies but more memory/space)","Strictly necessary ( Essential for running a website: session cookies)., Functionality (To remember user preferences and customize content for them)., Advertisements (Target advertisements to the interests of users).",Sometimes (50-70% websites),I use ad-blockers,None of the above,I choose the default selected option,Privacy policies and cookie banners are tedious to navigate through,Sometimes (50-70% websites),3,1,7,2,8,9,6,4,5,"I think it is safe, I share information",,,I share information,"I think it is safe, I share information",,I think it is safe,"I think it is safe, I share information","I think it is safe, I share information",I might proceed if I know the site and it's not asking for personal information.,Rarely (30-50% websites),It is less because I am careful with privacy oriented options.,Once a month,Amazon,COD (cash on delivery),No,,,No,Yes,"Fresher(Internships, 1-2 years experience)","Blog websites, Social media websites, Educational websites","Cross-Site Scripting attacks, Remote code execution attacks, Cross-Site Request Forgery attacks, SQL Injection attacks","Cross-Site Scripting attacks, SQL Injection attacks","HttpOnly, Secure, SameSite",,"HttpOnly, Secure, SameSite","HttpOnly, Secure, SameSite",I don’t use third-party modules; use native code,Secure authentication for database,"Once in a while, maybe once a month.",To reduce very relevant advertisements,Yes,"Occasionally, when I want to keep certain searches private.","Yes, I'm well-versed in its limitations and use it accordingly.",None of the above,"Websites you visit, Your employer or school, Your internet service provider","Virtual Private Network (VPN), Tor Browser",When I'm browsing websites that offer limited free content.,Yes,Accessing region-locked content is my main motivation.,Yes,More than five years,,Connecting with friends,WhatsApp,I share information,,,Everytime (100%),"I just share whenever I'm in the mood, regardless of where I am.","I share casual snapshots, but not too personal ones.","No, I haven't engaged in discussions through comments.",Anonymously,Group shots are part of my regular updates – no second thoughts.,"Rarely, I mostly stick to default settings.",I'm careful and try to blur or crop out any sensitive information.,"Occasionally, but it depends on the situation (About 10% of the time).",To exercise greater control over who can connect with me online.,Only for services I don't trust completely.,Maintaining a cleaner and more organized inbox for important communication.,,,Sometimes (50-70% websites),I share information,I share information,I share information,I share information,,I share information,I share information,,I share information,,Different for each social media,No
15 - 25 years,Male,Graduate,Student,Southern India,4,2,5,3,1,6,Less response time,"Small pieces of data about the user’s session, stored at the user side(browser) by server.",No,None,"Yes, there are specific rules that websites have to follow","Session id, Location, Microphone access","Strictly necessary ( Essential for running a website: session cookies)., Functionality (To remember user preferences and customize content for them).",Sometimes (50-70% websites),I don’t manage cookies explicitly,"Cookie-Editor (Firefox, Chrome), EditThisCookie (Chrome)",I try to “Deny” or selectively choose the cookies even if it isn’t easy to find those options.,Didn't get an option to move ahead otherwise,Rarely (30-50% websites),6,8,2,1,4,7,3,5,9,I share information,I don't use,I share information,I share information,I share information,I think it is safe,I share information,I share information,I don't use,I leave the site immediately – safety first.,Mostly(70-100% of the websites I visit),"It is more because I prefer personalised web browsing, and don't mind useful suggestions in the form of advertisements",Once a month,Amazon,UPI apps like paytm and google pay,Sometimes,"No, they are exposed",,No,No,,,,,,,,,,,"Rarely, if ever – it's not a priority for me.",To reduce the price hike in travel/hotel bookings,Yes,"Occasionally, when I want to keep certain searches private.",I have a general idea but not all the specifics.,"Cookies and site data, Location","Websites you visit, Your internet service provider","Virtual Private Network (VPN), Checking for secure connections (HTTPS)",When I'm browsing websites that offer limited free content.,Yes,I use a VPN for enhanced online privacy and security.,Yes,More than an year,,Viewing others' updates,YouTube,I don't use,,,More than 50% of the time,I will share them after I've returned home.,"I'm quite selective, only sharing certain moments.","No, I haven't engaged in discussions through comments.",I don’t engage,I'm careful to only share group photos with close friends.,"Rarely, I mostly stick to default settings.",I avoid sharing images with personal details altogether.,"Sometimes, if it's a more private platform (Around 30-50% of the time).",To reduce the risk of being targeted by online trolls or harassers.,Only for services I don't trust completely.,To safeguard my primary email identity.,,,Sometimes (50-70% websites),I share information,I share information,I don't use,I share information,I don't use,I don't use,I share information,I don't use,I don't use,I don't use,Different for each social media,"Nowadays, I am getting many spam class, and I am not even lifting the most of them. I feel any website where I have given my number must have given my number to others."
15 - 25 years,Female,Intermediate,Student,Southern India,1,3,2,4,5,6,Good user interface,"Small pieces of data about the user's session, stored at the server side.",Yes,"DPDP (The Digital Personal Data Protection) Act ,2023, GDPR (General Data Protection Regulation)","Yes, there are specific rules that websites have to follow","Session id, Browser Information (User-Agent), IP address, Location, Microphone access, LocalStorage (Similar to cookies but more memory/space)","Performance (Monitor website performance and collect data on how visitors use a website)., Functionality (To remember user preferences and customize content for them).",Rarely (30-50% websites),I don’t manage cookies explicitly,"Cookie-Editor (Firefox, Chrome)",I go through the policy and select my preferences.,None of the above,Rarely (30-50% websites),8,2,7,1,3,6,4,9,5,I don't use,I think it is safe,I think it is safe,I think it is safe,I think it is safe,I don't use,I think it is safe,I don't use,I share information,I might proceed if I know the site and it's not asking for personal information.,Almost never (Below 30%),It is less because I am careful with privacy oriented options.,I don’t use them; I prefer offline shopping,Amazon,Credit card,No,,,No,No,,,,,,,,,,,"Rarely, if ever – it's not a priority for me.",Don’t want preferences to be affected by a particular search,Yes,"Occasionally, when I want to keep certain searches private.",I have a general idea but not all the specifics.,No idea,Your internet service provider,"Virtual Private Network (VPN), Ad-blockers and anti-tracking extensions, Clearing cookies and cache",I rarely use it – regular mode works fine for me.,No,,Yes,More than an year,,Connecting with friends,WhatsApp,I don't use,,,"Never, I don't use location tagging",I will share them after I've returned home.,"I'm quite selective, only sharing certain moments.","No, I haven't engaged in discussions through comments.",I don’t engage,I'm careful to only share group photos with close friends.,"Sometimes, if it's a sensitive image.",I avoid sharing images with personal details altogether.,I always use my real name.,Not applicable,I haven't tried disposable emails.,I find it convenient for reducing spam and promotional emails.,,,Rarely (30-50% websites),"I think it's not safe, I share information",I share information,I don't use,I share information,I don't use,I don't use,I share information,I don't use,I don't use,I don't use,Private in all social media,No
15 - 25 years,Male,Graduate,Student ,Western India,4,5,1,3,6,2,Shows lesser ads,"Small pieces of data about the user’s session, stored at the user side(browser) by server.",Yes,None,"Yes, they have to follow, but they don’t necessarily follow them","Session id, Browser Information (User-Agent), IP address, Location, Microphone access, LocalStorage (Similar to cookies but more memory/space)","Functionality (To remember user preferences and customize content for them)., Advertisements (Target advertisements to the interests of users).",Mostly(70-100% of the websites I visit),I block cookies using browser settings,Vanilla Cookie Manager (Chrome),I don’t care; I just “Accept All” every time.,Didn't get an option to move ahead otherwise,Rarely (30-50% websites),6,9,8,5,7,3,8,2,4,I share information,,I think it is safe,I share information,,I share information,,I share information,I share information,I might proceed if I know the site and it's not asking for personal information.,Mostly(70-100% of the websites I visit),It is more because I don't tend to choose privacy oriented options actively.,Once a month,Amazon,UPI apps like paytm and google pay,No,"Yes, they will not be exposed","Name, Phone number, Location, Credit card details",Yes,Yes,"Fresher(Internships, 1-2 years experience)",E-commerce,"Cross-Site Scripting attacks, SQL Injection attacks",None of the above,HttpOnly,,HttpOnly,HttpOnly,For cookie banners and analytics,Secure authentication for database,"Once in a while, maybe once a month.",To reduce very relevant advertisements,Yes,"Occasionally, when I want to keep certain searches private.","Yes, I'm well-versed in its limitations and use it accordingly.","Browsing history, Cookies and site data, Information entered in forms","Websites you visit, Your employer or school, Your internet service provider","Virtual Private Network (VPN), Ad-blockers and anti-tracking extensions, Checking for secure connections (HTTPS), Clearing cookies and cache",When I'm researching something personal or confidential.,Yes,I use a VPN for both privacy and accessing restricted content.,Yes,More than five years,,"Seeking entertainment (e.g., Instagram reels)",YouTube,I think it's not safe,,,Approximately 10% to 30% of the time,I'm cautious about sharing them while I'm still on vacation.,"I'm quite selective, only sharing certain moments.","No, I haven't engaged in discussions through comments.",I don’t engage,I'm careful to only share group photos with close friends.,"Always, I review settings every time I post.",I avoid sharing images with personal details altogether.,Always – I rarely use my real name (Approximately 70% of the time).,It helps me maintain a low profile and avoid unnecessary attention.,Only for services I don't trust completely.,I find it convenient for reducing spam and promotional emails.,No,,Mostly(70-100% of the websites I visit),I think it's not safe,I think it's not safe,I don't use,I think it's not safe,I don't use,I don't use,I share information,I don't use,I don't use,I don't use,Private in all social media,Yes phone call scam happened.
15 - 25 years,Female,High school,Student,Western India,3,4,5,2,1,6,Shows lesser ads,"Small pieces of data about the user’s session, stored at the user side(browser) by server.",Yes,CCPA (California Consumer Privacy Act),"Yes, they have to follow, but they don’t necessarily follow them","Session id, Browser Information (User-Agent), IP address, LocalStorage (Similar to cookies but more memory/space)",Strictly necessary ( Essential for running a website: session cookies).,Sometimes (50-70% websites),I don’t manage cookies explicitly,None of the above,I try to “Deny” or selectively choose the cookies even if it isn’t easy to find those options.,Privacy policies and cookie banners are tedious to navigate through,Rarely (30-50% websites),3,8,1,5,7,6,4,9,2,I share information,I don't use,I share information,I share information,I think it is safe,I don't use,"I think it is safe, I share information",I don't use,"I think it is safe, I share information",I might proceed if I know the site and it's not asking for personal information.,Sometimes (50-70% websites),It is more because I don't tend to choose privacy oriented options actively.,"Yes, I use them regularly",Amazon,UPI apps like paytm and google pay,No,"No, they are exposed","Name, Phone number",Yes,No,,,,,,,,,,,"Rarely, if ever – it's not a priority for me.",To reduce very relevant advertisements,Yes,"Occasionally, when I want to keep certain searches private.",I have a general idea but not all the specifics.,"Browsing history, Cookies and site data, Information entered in forms, Localstorage","Your employer or school, Your internet service provider","Virtual Private Network (VPN), Ad-blockers and anti-tracking extensions",When I want to avoid my search history being saved.,Yes,I use it for research purposes.,Yes,More than an year,,Connecting with friends,YouTube,"I think it's not safe, I don't use",,,"Never, I don't use location tagging",I will share them after I've returned home.,"I'm quite selective, only sharing certain moments.","No, I haven't engaged in discussions through comments.",I don’t engage,I'm careful to only share group photos with close friends.,"Always, I review settings every time I post.",I avoid sharing images with personal details altogether.,"Occasionally, but it depends on the situation (About 10% of the time).",To reduce the risk of being targeted by online trolls or harassers.,Only for services I don't trust completely.,Minimizing the risk of my main email being shared or sold to others.,No,,Sometimes (50-70% websites),,I share information,"I think it's not safe, I don't use","I share information, I don't use","I think it's not safe, I don't use",I don't use,I share information,"I think it's not safe, I don't use","I think it's not safe, I don't use",I don't use,Private in all social media,It has happened a couple of times.Apparently Make my trip leaked my contact details and flights details and I almost got scammed. 
15 - 25 years,Female,Intermediate,Student ,Western India,3,1,4,2,5,6,Good user interface,"Small pieces of data about the user's session, stored at the server side.",No,None,"Yes, they have to follow, but they don’t necessarily follow them","Session id, IP address, Location",Strictly necessary ( Essential for running a website: session cookies).,Mostly(70-100% of the websites I visit),I don’t manage cookies explicitly,None of the above,I don’t care; I just “Accept All” every time.,Privacy policies and cookie banners are tedious to navigate through,Rarely (30-50% websites),9,1,3,2,6,4,5,7,8,I don't use,I think it is safe,I share information,I share information,I think it is safe,I share information,I think it is safe,I don't use,I don't use,I might proceed if I know the site and it's not asking for personal information.,Sometimes (50-70% websites),It is more because I don't tend to choose privacy oriented options actively.,Once a month,Amazon,UPI apps like paytm and google pay,No,,,No,No,,,,,,,,,,,"Rarely, if ever – it's not a priority for me.",Don’t want preferences to be affected by a particular search,Yes,"Occasionally, when I want to keep certain searches private.",Not really; I just use it when I need some privacy.,"Information entered in forms, Localstorage",Websites you visit,"Incognito mode, Virtual Private Network (VPN)",I rarely use it – regular mode works fine for me.,Yes,Accessing region-locked content is my main motivation.,Yes,More than an year,,"Seeking entertainment (e.g., Instagram reels)",Instagram,I don't use,,,Approximately 10% to 30% of the time,I'm fine sharing vacation photos in real-time.,"I'm quite selective, only sharing certain moments.","Yes, I've commented a few(less than 5 times) times a month.",I don’t engage,I'm careful to only share group photos with close friends.,"Rarely, I mostly stick to default settings.",I avoid sharing images with personal details altogether.,"Sometimes, if it's a more private platform (Around 30-50% of the time).",It helps me maintain a low profile and avoid unnecessary attention.,I haven't tried disposable emails.,Minimizing the risk of my main email being shared or sold to others.,,,Mostly(70-100% of the websites I visit),I share information,I share information,I don't use,I share information,I don't use,I share information,I share information,I don't use,I share information,I don't use,Private in all social media,No
15 - 25 years,Male,Intermediate,Student,Western India,5,1,3,4,2,6,Good user interface,"Data about user sessions, I don’t know who stores it and where.",Yes,"DPDP (The Digital Personal Data Protection) Act ,2023, CCPA (California Consumer Privacy Act)","Yes, there are specific rules that websites have to follow","Session id, IP address, Location","Strictly necessary ( Essential for running a website: session cookies)., Advertisements (Target advertisements to the interests of users).",Sometimes (50-70% websites),I use ad-blockers,"Cookie-Editor (Firefox, Chrome), EditThisCookie (Chrome), Vanilla Cookie Manager (Chrome)",I don’t care; I just “Accept All” every time.,I don’t mind being tracked; I believe I don’t have important data,Rarely (30-50% websites),4,6,1,5,9,3,2,8,7,I share information,I don't use,I share information,I share information,I share information,I don't use,I share information,I share information,I share information,I might proceed if I know the site and it's not asking for personal information.,Mostly(70-100% of the websites I visit),"It is more because I prefer personalised web browsing, and don't mind useful suggestions in the form of advertisements","Yes, I use them regularly",Amazon,UPI apps like paytm and google pay,No,,,No,No,,,,,,,,,,,"Once in a while, maybe once a month.",To reduce the price hike in travel/hotel bookings,Yes,"Occasionally, when I want to keep certain searches private.",I have a general idea but not all the specifics.,Cookies and site data,"Websites you visit, Your employer or school, Your internet service provider",Tor Browser,When I'm researching something personal or confidential.,Yes,Accessing region-locked content is my main motivation.,Yes,More than an year,,Viewing others' updates,WhatsApp,"I think it's not safe, I don't use",,,"Never, I don't use location tagging",I will share them after I've returned home.,"I'm quite selective, only sharing certain moments.","I've rarely left comments, less than 10 times a year.",I don’t engage,"I usually don't get permission from everyone in the picture, so I don't share.","Always, I review settings every time I post.",I avoid sharing images with personal details altogether.,"Occasionally, but it depends on the situation (About 10% of the time).",To exercise greater control over who can connect with me online.,"Absolutely, it helps keep my primary email clutter-free.",Maintaining a cleaner and more organized inbox for important communication.,,,Mostly(70-100% of the websites I visit),I share information,I share information,"I think it's not safe, I don't use",I think it's not safe,I think it's not safe,"I think it's not safe, I don't use",I share information,"I think it's not safe, I don't use",I share information,"I think it's not safe, I don't use",Private in all social media,Nope or not the one I am aware of. 
15 - 25 years,Male,Graduate,Student,Southern India,5,2,6,3,1,4,Shows lesser ads,"Small pieces of data about the user’s session, stored at the user side(browser) by server.",Yes,GDPR (General Data Protection Regulation),"Yes, there are specific rules that websites have to follow","Session id, Browser Information (User-Agent), IP address, Location, Microphone access, LocalStorage (Similar to cookies but more memory/space)","Strictly necessary ( Essential for running a website: session cookies)., Performance (Monitor website performance and collect data on how visitors use a website)., Functionality (To remember user preferences and customize content for them)., Advertisements (Target advertisements to the interests of users).",Sometimes (50-70% websites),I don’t manage cookies explicitly,None of the above,I try to “Deny” or selectively choose the cookies even if it isn’t easy to find those options.,Laziness,Sometimes (50-70% websites),6,2,3,1,8,4,5,9,7,I share information,I share information,I share information,I share information,I think it is safe,I don't use,I don't use,I don't use,I share information,I might proceed if I know the site and it's not asking for personal information.,Sometimes (50-70% websites),It is more but I don't know the reason.,"Yes, I use them regularly",Amazon,UPI apps like paytm and google pay,Sometimes,"Yes, they will not be exposed",Not Applicable(Never compromised),No,Yes,"Fresher(Internships, 1-2 years experience)",E-commerce,"Cross-Site Scripting attacks, Remote code execution attacks, Cross-Site Request Forgery attacks, SQL Injection attacks","Remote code execution attacks, Cross-Site Request Forgery attacks, SQL Injection attacks","HttpOnly, Secure, SameSite",,"HttpOnly, Secure, SameSite","HttpOnly, SameSite",For cookie banners and analytics,Secure authentication for database,"Rarely, if ever – it's not a priority for me.",To reduce the price hike in travel/hotel bookings,Yes,Only when I'm searching for something sensitive.,I have a general idea but not all the specifics.,Cookies and site data,"Websites you visit, Your employer or school, Your internet service provider","Virtual Private Network (VPN), Checking for secure connections (HTTPS)",When I want to avoid my search history being saved.,Yes,Accessing region-locked content is my main motivation.,Yes,More than five years,,"Seeking entertainment (e.g., Instagram reels)",YouTube,I don't use,,,Around 30% to 50% of the time,"I just share whenever I'm in the mood, regardless of where I am.","I'm quite selective, only sharing certain moments.","I've rarely left comments, less than 10 times a year.",Anonymously,I'm careful to only share group photos with close friends.,"Always, I review settings every time I post.",I avoid sharing images with personal details altogether.,"Sometimes, if it's a more private platform (Around 30-50% of the time).",It helps me maintain a low profile and avoid unnecessary attention.,"Absolutely, it helps keep my primary email clutter-free.",I find it convenient for reducing spam and promotional emails.,,,Sometimes (50-70% websites),I share information,I share information,I don't use,I share information,I don't use,I don't use,I share information,I don't use,I don't use,I don't use,Public in all social media,Not to my knowledge.
